"","Highest grade in school completed by child","Child has high school degree","Child enrolled in college","Child has college degree","Child's annual wage in 1993","Child's age in 1993","Child's gender 1 female 0 male","Child's race is black","Child's race is hispanic","Child's race is white","Child is born in USA","Child lived with both biological parents aged 0-18","Nr. years aged 0-18 child lived with 2 bio parents","Age child stopped living with 2 bio parents","Nr. years aged 0-18 child lived with bio mother","Nr. years aged 0-18 child lived with bio father","Child's number of siblings","Mother has less than high school degree","Mother has high school degree","Mother has more than high school degree","Mother's education in unknown","Father has less than high school degree","Father has high school degree","Father has more than high school degree","Father's education in unknown","Mother child when child was aged 0-18","Age child when mother died","Father child when child was aged 0-18","Age child when father died","Father has drinking problem","Mother has drinking problem","Age mother at birth of child","Age father at birth of child","Reason for change: parent died","Reason for change: parents divorced","Reason for change: Parent unable to care","Reason for change: Child left to get married","Reason for change: Child left to be on own","Reason for change: Parent was too ill","Reason for change: Court removed child","Reason for change: Child got in trouble","Reason for change: Child ran away","Reason for change: Child left for college","Reason for change: Child left for military","Reason for change: other","Reason for change: unknown","Region of residence is east","Region of residence is west","Region of residence is north","Region of residence is south","Region of residence is outside U.S.","Sampling weight"
"1735",11,1,0,0,0,32,1,1,0,0,1,0,8,8,18,8,5,1,0,0,0,0,1,0,0,0,NA,0,NA,1,0,31,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186286
"1736",10,1,0,0,0,32,0,0,0,1,1,0,5,15,15,8,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,27,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,416951
"1737",14,1,1,0,0,29,1,1,0,0,1,0,8,8,18,8,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,20,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,176925
"1738",12,1,0,0,17000,32,0,0,1,0,1,0,8,8,18,8,6,1,0,0,0,1,0,0,0,0,NA,1,8,0,0,35,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90639
"1739",14,0,1,0,0,31,0,1,0,0,1,0,8,8,18,8,1,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,23,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149145
"1740",12,1,0,0,0,30,0,0,0,1,1,0,8,8,16,8,8,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,24,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,407368
"1741",12,1,0,0,7400,34,0,1,0,0,1,0,8,8,18,8,5,1,0,0,0,NA,NA,NA,1,0,NA,1,8,0,0,16,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98920
"1742",12,1,0,0,12000,31,1,0,0,1,1,0,8,8,18,8,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,28,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,571589
"1743",16,1,1,1,80000,31,0,1,0,0,1,0,8,8,8,8,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,20,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,231706
"1744",16,0,1,1,15500,31,0,1,0,0,1,0,8,8,18,8,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172072
"1745",12,1,1,1,24000,29,0,0,0,1,1,0,6,6,16,8,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,577185
"1746",12,1,0,0,18000,34,1,1,0,0,1,0,8,8,18,8,1,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,26,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200669
"1747",13,1,1,0,3000,30,1,1,0,0,1,0,8,8,18,8,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,1,37,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156525
"1748",11,1,0,0,0,29,1,1,0,0,1,0,8,8,8,8,4,1,0,0,0,1,0,0,0,1,8,1,8,0,0,22,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,354626
"1749",9,0,0,0,1200,29,0,0,0,1,1,0,8,8,18,8,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,617036
"1750",12,1,0,0,156359,32,0,0,0,1,1,0,8,8,17,8,4,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,20,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,512878
"1751",12,1,0,0,16000,29,0,0,1,0,0,0,8,8,18,8,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,21,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,285880
"1752",10,1,0,0,10000,29,0,1,0,0,1,0,8,8,18,8,7,1,0,0,0,NA,NA,NA,1,0,NA,1,8,0,0,14,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160760
"1753",12,1,0,0,1100,30,1,1,0,0,1,0,8,8,17,8,3,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,21,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,198419
"1754",12,1,0,0,0,33,1,0,0,1,1,0,8,8,18,8,2,1,0,0,0,NA,NA,NA,1,0,NA,1,8,1,0,16,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,586145
"1755",16,1,1,1,31000,32,1,1,0,0,1,0,8,8,18,8,3,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,20,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,311067
"1756",10,0,0,0,0,34,1,0,1,0,1,0,8,8,18,8,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,14,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127321
"1757",16,1,1,1,0,34,1,1,0,0,1,0,8,8,8,8,6,1,0,0,0,1,0,0,0,1,9,0,NA,1,0,22,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185276
"1758",16,1,1,1,32500,28,1,0,0,1,1,0,8,8,18,8,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,532643
"1759",14,1,1,0,29000,29,1,0,0,1,1,0,8,8,15,8,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,22,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,656648
"1760",13,1,1,0,22000,34,0,1,0,0,1,0,8,8,18,8,3,1,0,0,0,1,0,0,0,0,NA,1,8,0,0,36,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92415
"1761",14,0,0,0,31000,28,0,0,0,1,1,0,8,7,18,8,1,0,0,1,0,0,1,0,0,0,NA,0,NA,1,0,20,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,653469
"1762",10,0,0,0,45000,30,0,0,1,0,0,0,8,8,18,8,5,1,0,0,0,NA,NA,NA,1,0,NA,1,8,0,0,24,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,335121
"1763",12,1,0,0,0,32,0,0,0,1,1,0,8,8,18,8,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,388821
"1764",9,0,0,0,6000,28,0,1,0,0,1,0,8,8,18,8,11,0,1,0,0,0,1,0,0,0,NA,1,8,0,0,32,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121820
"1765",17,1,1,1,21000,28,1,1,0,0,1,0,8,8,18,8,NA,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,37,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163427
"1766",12,1,0,0,20000,29,1,0,0,1,1,0,8,8,16,8,8,1,0,0,0,1,0,0,0,0,NA,1,8,1,0,41,56,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,774358
"1767",14,1,1,0,30000,30,1,0,0,1,1,0,8,8,18,8,7,0,0,1,0,0,0,1,0,0,NA,0,NA,0,1,21,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,512893
"1768",12,1,1,1,4382,34,0,1,0,0,1,0,8,8,17,8,8,0,0,1,0,0,1,0,0,0,NA,0,NA,1,0,18,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,266371
"1769",15,1,1,1,45000,32,1,1,0,0,1,0,5,5,15,8,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,30,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270709
"1770",12,1,0,0,33000,34,0,0,0,1,1,0,8,8,18,8,3,0,0,1,0,0,0,1,0,0,NA,1,8,0,0,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,816700
"1771",9,0,0,0,3000,32,1,1,0,0,1,0,8,8,16,8,9,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,27,NA,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,153055
"1772",14,1,1,1,28500,29,0,0,0,1,1,0,8,8,18,8,NA,1,0,0,0,0,1,0,0,0,NA,1,8,0,0,19,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,507969
"1773",9,0,0,0,11000,30,0,1,0,0,1,0,8,8,18,8,8,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,17,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189755
"1774",10,0,0,0,9400,32,1,1,0,0,1,0,8,8,18,8,2,1,0,0,0,NA,NA,NA,1,0,NA,1,8,0,0,25,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182723
"1775",9,0,0,0,0,33,1,1,0,0,1,0,8,8,18,8,13,1,0,0,0,1,0,0,0,0,NA,1,8,0,0,18,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109538
"1776",12,1,0,0,0,30,1,0,0,1,1,0,5,5,5,8,13,1,0,0,0,0,1,0,0,1,5,1,8,0,1,42,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,479860
"1777",12,1,0,0,23000,32,0,0,0,1,1,0,8,8,18,8,4,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,30,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,540574
"1778",12,1,0,0,NA,31,0,1,0,0,1,0,8,8,18,8,5,0,1,0,0,NA,NA,NA,1,0,NA,1,8,1,0,25,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83410
"1779",11,0,0,0,13000,28,0,0,1,0,1,0,8,8,18,8,4,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,26,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110493
"1780",12,1,0,0,0,33,0,1,0,0,1,0,8,8,18,8,6,NA,NA,NA,1,NA,NA,NA,1,0,NA,1,8,0,0,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361170
"1781",10,0,0,0,13000,28,0,0,0,1,1,0,8,8,18,8,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,40,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,641772
"1782",11,0,0,0,7000,28,0,1,0,0,1,0,8,8,17,8,7,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,29,44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,87662
"1783",11,0,0,0,3500,30,0,0,0,1,1,0,8,8,11,8,3,0,0,1,0,1,0,0,0,1,11,1,8,1,0,32,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,459477
"1784",11,0,0,0,6200,29,1,1,0,0,1,0,8,8,18,8,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,21,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110529
"1785",12,1,0,0,20000,31,1,0,1,0,1,0,8,8,18,8,5,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,32,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74889
"1786",13,1,1,1,18000,31,1,1,0,0,1,0,0,0,10,8,4,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,31,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150122
"1787",12,1,0,0,55000,33,0,1,0,0,1,0,8,8,18,8,3,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,29,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82390
"1788",17,1,1,0,NA,28,0,0,0,1,1,0,8,8,18,8,1,0,1,0,0,0,1,0,0,0,NA,1,NA,0,0,24,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,538017
"1789",10,1,0,0,17000,35,1,0,1,0,1,0,8,8,16,8,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,23,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,110148
"1790",13,1,1,0,33000,30,1,0,0,1,1,0,8,8,18,8,6,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,20,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,507035
"1791",1,0,0,0,4000,35,1,0,1,0,0,0,8,8,16,8,8,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,1,0,12,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104030
"1792",16,1,1,1,NA,29,1,1,0,0,1,0,8,8,18,8,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,27,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172687
"1793",18,1,1,1,18000,29,1,1,0,0,1,0,8,8,18,8,7,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,20,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,126932
"1794",12,1,0,0,0,30,1,0,1,0,0,0,8,8,18,8,7,1,0,0,0,NA,NA,NA,1,0,NA,1,8,1,0,39,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77499
"1795",10,1,0,0,22000,29,0,0,0,1,1,0,9,9,18,9,3,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,26,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,555847
"1796",8,0,0,0,2700,32,1,0,0,1,1,0,9,9,11,9,2,0,1,0,0,1,0,0,0,0,NA,0,NA,1,1,22,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,519228
"1797",13,1,1,0,12000,29,0,0,0,1,1,0,9,9,16,9,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,20,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,507850
"1798",11,0,0,0,36000,35,1,0,1,0,1,0,9,9,18,9,1,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,25,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109371
"1799",12,1,0,0,0,32,0,0,0,1,1,0,9,9,18,9,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,589741
"1800",10,1,0,0,0,30,1,0,0,1,1,0,9,9,17,9,2,1,0,0,0,1,0,0,0,1,17,0,NA,1,0,19,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,550962
"1801",13,1,1,0,19000,29,1,1,0,0,1,0,9,9,18,9,5,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,32,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181923
"1802",10,0,0,0,0,33,1,1,0,0,1,0,9,9,17,9,4,1,0,0,0,0,1,0,0,0,NA,1,9,1,1,27,35,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,163157
"1803",11,1,0,0,18000,34,0,1,0,0,1,0,9,9,18,9,10,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,171920
"1804",10,1,0,0,4000,29,1,0,0,1,1,0,8,7,15,9,4,1,0,0,0,0,1,0,0,0,NA,0,NA,1,0,24,31,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,517430
"1805",12,1,0,0,25000,29,1,0,0,1,1,0,9,9,16,9,2,NA,NA,NA,1,NA,NA,NA,1,0,NA,1,NA,1,0,30,NA,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,504076
"1806",11,0,0,0,21000,28,0,0,0,1,1,0,1,0,10,9,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,21,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,552010
"1807",11,0,0,0,0,32,1,1,0,0,1,0,9,9,18,9,5,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,15,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300268
"1808",12,1,0,0,0,32,1,0,1,0,1,0,9,9,17,9,2,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,21,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,103605
"1809",14,1,1,1,17900,34,1,0,0,1,1,0,9,9,18,9,4,NA,NA,NA,1,0,1,0,0,0,NA,1,9,0,0,19,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,594163
"1810",13,1,1,0,23700,28,0,1,0,0,1,0,9,9,18,9,4,1,0,0,0,NA,NA,NA,1,0,NA,1,9,1,0,38,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253040
"1811",11,1,0,0,28000,31,0,0,0,1,1,0,9,9,18,9,2,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,21,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,644446
"1812",12,1,0,0,15500,31,0,1,0,0,1,0,9,9,18,9,3,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,23,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76036
"1813",16,1,1,1,42500,30,0,1,0,0,1,0,9,9,13,9,8,NA,NA,NA,1,NA,NA,NA,1,0,NA,1,9,1,0,32,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,141599
"1814",10,0,0,0,0,31,1,1,0,0,1,0,9,9,18,9,7,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,1,0,25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156683
"1815",12,1,0,0,18000,30,1,0,0,1,1,0,9,9,18,9,8,1,0,0,0,0,1,0,0,0,NA,1,9,1,0,26,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,443870
"1816",16,1,1,1,0,34,1,1,0,0,1,0,9,9,18,9,5,1,0,0,0,NA,NA,NA,1,0,NA,1,9,0,0,24,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,192032
"1817",14,1,1,1,40000,32,0,0,0,1,1,0,9,9,18,9,2,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,1,24,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,660475
"1818",8,0,0,0,26000,34,0,0,0,1,1,0,9,9,12,9,5,NA,NA,NA,1,NA,NA,NA,1,0,NA,1,9,0,1,24,25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,669918
"1819",8,0,0,0,0,33,0,0,0,1,1,0,9,9,18,9,2,0,0,1,0,1,0,0,0,0,NA,1,9,0,0,26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,770986
"1820",14,1,1,1,12632,34,0,0,0,1,1,0,9,9,18,9,2,0,0,1,0,1,0,0,0,0,NA,0,NA,1,0,25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,674420
"1821",19,1,1,1,33000,30,1,0,0,1,0,0,9,9,18,9,NA,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,560677
"1822",16,1,1,0,42500,34,0,0,0,1,1,0,9,9,18,9,3,0,1,0,0,0,0,1,0,0,NA,1,9,1,1,30,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1011250
"1823",12,1,0,0,26000,30,1,0,0,1,1,0,9,9,18,9,2,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,22,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,613552
"1824",11,0,0,0,700,29,0,0,0,1,1,0,9,9,18,9,2,0,1,0,0,1,0,0,0,0,NA,1,9,0,0,24,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,634312
"1825",16,1,1,1,30600,34,1,1,0,0,1,0,9,9,9,9,3,0,1,0,0,0,1,0,0,1,1,0,NA,1,0,27,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,109435
"1826",19,1,1,1,14000,31,0,0,0,1,1,0,9,9,18,9,2,0,0,1,0,0,1,0,0,0,NA,1,9,0,0,19,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,648261
"1827",12,1,0,0,20000,33,1,1,0,0,1,0,9,0,9,9,6,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,29,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108541
"1828",12,1,0,0,0,30,1,0,0,1,1,0,9,9,18,9,4,1,0,0,0,1,0,0,0,0,NA,1,9,1,0,34,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470772
"1829",15,1,1,0,22600,34,1,1,0,0,1,0,9,9,18,9,8,0,1,0,0,NA,NA,NA,1,0,NA,1,9,1,0,26,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134105
"1830",10,1,0,0,13000,28,0,0,0,1,1,0,8,8,17,9,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,27,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,507436
"1831",11,0,0,0,24000,30,1,0,0,1,1,0,9,9,16,9,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,20,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,511730
"1832",10,0,0,0,0,34,0,1,0,0,1,0,1,0,10,9,11,NA,NA,NA,1,1,0,0,0,0,NA,0,NA,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,202620
"1833",16,1,1,1,26000,33,1,0,0,1,1,0,9,9,18,9,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,625001
"1834",12,1,0,0,5700,32,0,1,0,0,1,0,9,9,18,9,3,0,0,1,0,0,0,1,0,0,NA,0,NA,1,0,NA,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238665
"1835",11,1,0,0,24000,35,1,0,0,1,1,0,9,6,9,9,9,0,1,0,0,0,0,1,0,1,6,0,NA,0,0,22,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,617978
"1836",12,1,0,0,31600,29,0,0,0,1,1,0,9,9,18,9,6,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,19,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,592148
"1837",12,1,0,0,13000,31,1,1,0,0,1,0,9,9,18,9,3,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201943
"1838",13,1,1,0,0,34,0,1,0,0,1,0,9,9,18,9,8,1,0,0,0,1,0,0,0,0,NA,1,9,0,0,37,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113860
"1839",16,1,1,1,27000,35,1,0,0,1,1,0,9,9,18,9,4,0,0,1,0,0,0,1,0,0,NA,1,9,0,0,39,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,682615
"1840",12,1,0,0,18800,28,1,0,1,0,1,0,9,9,17,9,1,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,20,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,107475
"1841",10,1,0,0,14000,29,1,1,0,0,1,0,9,9,18,9,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169620
"1842",12,1,0,0,10000,35,1,0,0,1,1,0,9,9,18,9,6,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,24,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,938888
"1843",10,0,0,0,0,31,0,0,1,0,1,0,9,9,18,9,8,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,19,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81615
"1844",15,1,1,1,0,28,0,0,1,0,1,0,9,9,18,9,1,1,0,0,0,1,0,0,0,0,NA,1,9,0,0,25,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116597
"1845",13,1,1,0,24000,30,0,1,0,0,1,0,9,9,18,9,2,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,29,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,204748
"1846",10,0,0,0,20000,33,0,0,0,1,1,0,8,8,17,9,6,NA,NA,NA,1,0,1,0,0,0,NA,0,NA,1,0,25,24,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,518796
"1847",15,1,1,0,32000,31,0,1,0,0,1,0,9,9,18,9,6,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,32,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77389
"1848",10,0,0,0,0,29,1,1,0,0,1,0,9,9,18,9,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,1,24,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172651
"1849",13,1,1,0,700,34,1,0,0,1,1,0,7,7,7,9,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,20,24,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,530420
"1850",16,1,1,1,33000,33,1,1,0,0,1,0,5,5,5,9,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,1,24,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173315
"1851",12,1,0,0,33500,34,1,1,0,0,1,0,9,9,18,9,4,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,27,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134589
"1852",14,1,1,0,27450,29,1,0,0,1,1,0,9,9,18,9,9,1,0,0,0,1,0,0,0,0,NA,1,9,0,0,43,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,691385
"1853",13,1,1,0,0,29,0,0,0,1,1,0,5,4,13,9,8,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,27,34,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,470572
